Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-08-27 00:01,12.7,12.7,11.4,9.0,78,0.0,0,1004.2,999.1,5.4,7.2,191,0,0,0,0,0,37.1,232.7
2026-08-27 00:10,12.9,12.9,11.9,9.2,78,0.0,0,1004.8,999.7,4.3,5.4,238,0,0,0,0,0,37.1,232.7
2026-08-27 00:20,12.7,12.7,12.0,9.0,78,0.0,0,1004.9,999.8,2.5,3.6,190,0,0,0,0,0,37.1,232.7
2026-08-27 00:31,12.8,12.8,11.0,9.1,78,0.0,0,1004.8,999.7,8.3,9.4,188,0,0,0,0,0,37.1,232.7
2026-08-27 00:40,12.8,12.8,11.0,8.8,77,0.0,0,1004.7,999.6,7.9,9.4,185,0,0,0,0,0,37.1,232.7
2026-08-27 00:50,12.8,12.8,12.1,9.1,78,0.0,0,1005.1,1000.0,2.9,3.6,176,0,0,0,0,0,37.1,232.7
2026-08-27 01:01,12.8,12.8,10.6,9.2,79,0.0,0,1004.0,998.9,10.4,11.2,166,0,0,0,0,0,37.1,232.7
2026-08-27 01:10,12.6,12.6,11.1,9.3,80,0.0,0,1004.6,999.5,6.8,7.2,188,0,0,0,0,0,37.1,232.7
2026-08-27 01:20,12.5,12.5,11.7,9.3,81,0.0,0,1004.2,999.1,3.6,3.6,179,0,0,0,0,0,37.1,232.7
2026-08-27 01:31,12.5,12.5,10.7,9.5,82,0.0,0,1004.8,999.7,9.0,11.2,200,0,0,0,0,0,37.1,232.7
2026-08-27 01:40,12.4,12.4,10.9,9.4,82,0.0,0,1005.3,1000.2,7.2,7.2,194,0,0,0,0,0,37.1,232.7
2026-08-27 01:50,12.3,12.3,10.2,9.5,83,0.0,0,1005.1,1000.0,10.4,13.0,194,0,0,0,0,0,37.1,232.7
2026-08-27 02:01,12.2,12.2,10.3,9.4,83,0.0,0,1004.7,999.6,9.0,11.2,183,0,0,0,0,0,37.1,232.7
2026-08-27 02:10,12.3,12.3,11.2,9.5,83,0.0,0,1004.5,999.4,5.4,7.2,188,0,0,0,0,0,37.1,232.7
2026-08-27 02:20,12.2,12.2,10.3,9.6,84,0.0,0,1005.1,1000.0,9.4,11.2,184,0,0,0,0,0,37.1,232.7
2026-08-27 02:31,12.3,12.3,10.1,9.5,83,0.0,0,1004.9,999.8,11.2,14.8,193,0,0,0,0,0,37.1,232.7
2026-08-27 02:40,12.3,12.3,9.3,9.5,83,0.0,0,1004.5,999.4,15.1,18.4,156,0,0,0,0,0,37.1,232.7
2026-08-27 02:50,12.5,12.5,10.4,9.5,82,0.0,0,1004.9,999.8,10.1,13.0,203,0,0,0,0,0,37.1,232.7
2026-08-27 03:01,12.5,12.5,11.2,9.5,82,0.0,0,1004.6,999.5,6.1,7.2,203,0,0,0,0,0,37.1,232.7
2026-08-27 03:10,12.6,12.6,10.8,9.6,82,0.0,0,1005.0,999.9,8.6,11.2,193,0,0,0,0,0,37.1,232.7
2026-08-27 03:20,12.5,12.5,10.7,9.7,83,0.0,0,1003.4,998.3,9.4,11.2,161,0,0,0,0,0,37.1,232.7
2026-08-27 03:31,12.3,12.3,10.4,9.7,84,0.0,0,1004.0,998.9,9.7,13.0,191,0,0,0,0,0,37.1,232.7
2026-08-27 03:40,12.3,12.3,10.9,9.8,85,0.0,0,1004.3,999.2,7.2,9.4,226,0,0,0,0,0,37.1,232.7
2026-08-27 03:50,12.3,12.3,9.6,9.8,85,0.0,0,1003.6,998.5,14.0,18.4,216,0,0,0,0,0,37.1,232.7
2026-08-27 04:01,12.3,12.3,10.6,9.8,85,0.0,0,1003.7,998.6,9.0,11.2,201,0,0,0,0,0,37.1,232.7
2026-08-27 04:10,12.4,12.4,10.6,9.8,84,0.0,0,1004.2,999.1,9.4,11.2,197,0,0,0,0,0,37.1,232.7
2026-08-27 04:20,12.3,12.3,10.1,9.7,84,0.0,0,1004.0,998.9,11.2,13.0,215,0,0,0,0,0,37.1,232.7
2026-08-27 04:31,12.3,12.3,10.0,9.8,85,0.0,0,1004.6,999.5,11.9,16.6,191,0,0,0,0,0,37.1,232.7
2026-08-27 04:40,12.4,12.4,8.8,9.8,84,0.0,0,1004.1,999.0,18.4,27.7,185,0,0,0,0,0,37.1,232.7
2026-08-27 04:50,12.4,12.4,8.7,9.8,84,0.0,0,1003.2,998.1,18.7,23.8,181,0,0,0,0,0,37.1,232.7
2026-08-27 05:01,12.7,12.7,10.6,9.7,82,0.0,0,1004.8,999.7,10.8,16.6,162,0,0,0,0,0,37.1,232.7
2026-08-27 05:10,12.8,12.8,9.1,9.4,80,0.0,0,1004.8,999.7,18.7,25.6,238,0,0,0,0,0,37.1,232.7
2026-08-27 05:20,12.9,12.9,10.3,9.5,80,0.0,0,1004.1,999.0,13.0,18.4,251,0,0,0,0,0,37.1,232.7
2026-08-27 05:31,13.0,13.0,8.9,9.6,80,0.0,0,1004.0,998.9,20.5,25.6,174,0,0,0,0,0,37.1,232.7
2026-08-27 05:40,13.0,13.0,10.2,9.6,80,0.0,0,1004.1,999.0,14.4,16.6,202,0,0,0,0,0,37.1,232.7
2026-08-27 05:50,13.1,13.1,11.1,9.7,80,0.0,0,1005.5,1000.4,10.4,16.6,228,0,0,0,0,0,37.1,232.7
