Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-09-05 00:01,8.1,8.1,6.1,1.1,61,0.0,0,1017.0,1011.9,1.1,1.8,212,0,0,0,0,6.1,6.1,241.6
2026-09-05 00:10,7.3,7.3,4.9,0.7,63,0.0,0,1017.0,1011.9,2.5,3.6,211,0,0,0,0,6.1,6.1,241.6
2026-09-05 00:20,7.0,7.0,4.9,0.7,64,0.0,0,1016.9,1011.8,1.1,1.8,204,0,0,0,0,6.1,6.1,241.6
