Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-08-31 00:01,15.0,15.0,12.7,8.7,66,0.0,0,1010.7,1005.6,10.1,13.0,80,0,0,0,0,0,39.9,235.5
2026-08-31 00:10,14.9,14.9,13.3,8.8,67,0.0,0,1010.7,1005.6,6.8,7.2,81,0,0,0,0,0,39.9,235.5
2026-08-31 00:20,14.6,14.6,12.4,9.0,69,0.0,0,1010.5,1005.4,10.1,11.2,105,0,0,0,0,0,39.9,235.5
