Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-07-27 00:01,14.4,14.4,14.2,12.4,88,0.0,0,1009.7,1004.6,4.7,7.2,26,0,0,0,0,0,23.1,182.6
2026-07-27 00:05,14.4,14.4,13.8,12.4,88,0.0,0,1009.7,1004.6,7.2,9.4,45,0,0,0,0,0,23.1,182.6
2026-07-27 00:10,14.3,14.3,13.5,12.3,88,0.0,0,1009.6,1004.5,7.9,9.4,79,0,0,0,0,0,23.1,182.6
2026-07-27 00:15,14.2,14.2,12.4,12.3,88,0.0,0,1009.5,1004.4,12.6,14.8,52,0,0,0,0,0,23.1,182.6
2026-07-27 00:20,14.1,14.1,12.4,12.3,89,0.0,0,1009.5,1004.4,12.2,16.6,34,0,0,0,0,0,23.1,182.6
2026-07-27 00:25,14.1,14.1,13.3,12.3,89,0.0,0,1009.3,1004.2,7.6,9.4,64,0,0,0,0,0,23.1,182.6
2026-07-27 00:30,14.0,14.0,13.8,12.2,89,0.0,0,1009.4,1004.3,4.3,5.4,81,0,0,0,0,0,23.1,182.6
2026-07-27 00:35,13.9,13.9,13.1,12.3,90,0.0,0,1009.6,1004.5,7.9,11.2,42,0,0,0,0,0,23.1,182.6
2026-07-27 00:40,13.9,13.9,12.8,12.3,90,0.0,0,1009.5,1004.4,9.0,9.4,124,0,0,0,0,0,23.1,182.6
2026-07-27 00:45,13.9,13.9,12.8,12.3,90,0.0,0,1009.0,1003.9,9.4,13.0,66,0,0,0,0,0,23.1,182.6
2026-07-27 00:50,13.8,13.8,13.1,12.2,90,0.0,0,1008.7,1003.6,7.2,11.2,43,0,0,0,0,0,23.1,182.6
2026-07-27 00:55,13.8,13.8,13.6,12.2,90,0.0,0,1008.8,1003.7,4.7,5.4,84,0,0,0,0,0,23.1,182.6
2026-07-27 01:01,13.7,13.7,12.2,12.3,91,0.0,0,1008.7,1003.6,11.2,16.6,57,0,0,0,0,0,23.1,182.6
2026-07-27 01:05,13.7,13.7,12.4,12.3,91,0.0,0,1008.8,1003.7,10.4,13.0,83,0,0,0,0,0,23.1,182.6
2026-07-27 01:10,13.7,13.7,12.2,12.3,91,0.0,0,1009.0,1003.9,11.5,14.8,54,0,0,0,0,0,23.1,182.6
2026-07-27 01:15,13.7,13.7,12.8,12.3,91,0.0,0,1008.8,1003.7,7.9,9.4,59,0,0,0,0,0,23.1,182.6
2026-07-27 01:25,13.6,13.6,11.0,12.2,91,0.0,0,1008.7,1003.6,16.9,22.0,45,0,0,0,0,0,23.1,182.6
