Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-08-15 00:01,11.7,11.7,10.7,11.3,97,0.0,0,1017.5,1012.4,7.2,7.2,99,0,0,0,0,0.5,32.5,228.1
2026-08-15 00:10,11.8,11.8,11.2,11.5,98,0.0,0,1017.5,1012.4,5.8,7.2,103,0,0,0,0,0.5,32.5,228.1
2026-08-15 00:20,11.9,11.9,10.4,11.6,98,0.0,0,1017.3,1012.2,10.1,11.2,155,0,0,0,0,0.5,32.5,228.1
2026-08-15 00:30,12.0,12.0,10.9,11.6,97,0.0,0,1017.0,1011.9,7.9,9.4,168,0,0,0,0,0.5,32.5,228.1
2026-08-15 00:40,12.0,12.0,11.2,11.6,97,0.0,0,1016.9,1011.8,6.5,7.2,103,0,0,0,0,0.5,32.5,228.1
2026-08-15 00:50,12.1,12.1,9.7,11.7,97,0.0,0,1016.7,1011.6,14.8,18.4,90,0,0,0,0,0.5,32.5,228.1
2026-08-15 01:01,12.1,12.1,11.1,11.7,97,0.0,0,1017.0,1011.9,7.9,9.4,76,0,0,0,0,0.5,32.5,228.1
2026-08-15 01:10,12.1,12.1,10.9,11.7,97,0.0,0,1016.7,1011.6,8.6,9.4,97,0,0,0,0,0.5,32.5,228.1
2026-08-15 01:20,12.2,12.2,11.6,11.8,97,0.0,0,1017.0,1011.9,6.1,7.2,105,0,0,0,0,0.5,32.5,228.1
2026-08-15 01:30,12.4,12.4,12.4,11.9,97,0.0,0,1017.0,1011.9,2.9,3.6,125,0,0,0,0,0.5,32.5,228.1
2026-08-15 01:40,12.5,12.5,11.6,11.9,96,0.0,0,1017.1,1012.0,7.9,9.4,117,0,0,0,0,0.5,32.5,228.1
2026-08-15 01:50,12.4,12.4,12.2,11.9,97,0.0,0,1017.4,1012.3,4.0,5.4,157,1.3,0.3,0.3,0.3,0.8,32.8,228.3
2026-08-15 02:01,12.3,12.3,11.9,11.8,97,0.0,0,1017.1,1012.0,5.0,5.4,116,0,0,0.3,0.3,0.8,32.8,228.3
2026-08-15 02:10,12.2,12.2,11.9,11.8,97,0.0,0,1017.2,1012.1,4.3,5.4,165,1.8,0.3,0.5,0.5,1,33,228.6
