Fecha,Temp(C),SensTerm(C),TempApar(C),PtoRocio(C),Hum(%),Solar(Wm2),UV,PresRel(hPa),PresAbs(hPa),Viento(kmh),Rafaga(kmh),Dir(deg),Lluvia_Intens(mmh),Lluvia_1h(mm),Lluvia_Dia(mm),Lluvia_Ev(mm),Lluvia_Sem(mm),Lluvia_Mes(mm),Lluvia_Anio(mm)
2026-07-17 00:01,20.6,20.6,21.8,17.2,81,0.0,0,993.2,988.1,6.5,7.2,34,0,0,0,0,0,8.4,167.9
2026-07-17 00:05,20.5,20.5,21.7,17.1,81,0.0,0,993.3,988.2,6.5,9.4,59,0,0,0,0,0,8.4,167.9
2026-07-17 00:10,20.5,20.5,21.7,17.1,81,0.0,0,993.2,988.1,6.5,9.4,59,0,0,0,0,0,8.4,167.9
2026-07-17 00:15,20.5,20.5,21.7,17.1,81,0.0,0,993.2,988.1,6.5,9.4,59,0,0,0,0,0,8.4,167.9
2026-07-17 00:20,20.5,20.5,21.7,17.1,81,0.0,0,993.1,988.0,6.5,9.4,59,0,0,0,0,0,8.4,167.9
2026-07-17 00:25,20.5,20.5,21.2,17.1,81,0.0,0,993.3,988.2,8.6,13.0,17,0,0,0,0,0,8.4,167.9
2026-07-17 00:30,20.5,20.5,20.3,17.1,81,0.0,0,993.2,988.1,13.7,20.2,37,0,0,0,0,0,8.4,167.9
2026-07-17 00:35,20.5,20.5,20.3,17.1,81,0.0,0,993.4,988.3,13.7,20.2,37,0,0,0,0,0,8.4,167.9
2026-07-17 00:40,20.5,20.5,20.3,17.1,81,0.0,0,993.3,988.2,13.7,20.2,37,0,0,0,0,0,8.4,167.9
2026-07-17 00:45,20.5,20.5,20.3,17.1,81,0.0,0,993.3,988.2,13.7,20.2,37,0,0,0,0,0,8.4,167.9
2026-07-17 00:50,20.2,20.2,20.3,17.1,82,0.0,0,993.4,988.3,11.9,16.6,26,0,0,0,0,0,8.4,167.9
2026-07-17 00:55,20.2,20.2,20.3,17.1,82,0.0,0,993.4,988.3,11.9,16.6,26,0,0,0,0,0,8.4,167.9
2026-07-17 01:01,20.2,20.2,20.3,17.1,82,0.0,0,993.0,987.9,11.9,16.6,26,0,0,0,0,0,8.4,167.9
2026-07-17 01:05,20.2,20.2,20.3,17.1,82,0.0,0,993.1,988.0,11.9,16.6,26,0,0,0,0,0,8.4,167.9
2026-07-17 01:10,20.1,20.1,20.2,17.1,83,0.0,0,993.2,988.1,11.9,14.8,32,0,0,0,0,0,8.4,167.9
2026-07-17 01:15,20.0,20.0,20.9,17.1,83,0.0,0,993.2,988.1,7.6,9.4,26,0,0,0,0,0,8.4,167.9
2026-07-17 01:20,20.0,20.0,21.1,17.1,83,0.0,0,992.8,987.7,6.5,7.2,87,0,0,0,0,0,8.4,167.9
2026-07-17 01:25,20.0,20.0,20.0,17.1,83,0.0,0,993.0,987.9,12.2,14.8,21,0,0,0,0,0,8.4,167.9
2026-07-17 01:30,20.0,20.0,20.6,17.1,83,0.0,0,992.8,987.7,9.0,11.2,122,0,0,0,0,0,8.4,167.9
2026-07-17 01:35,20.0,20.0,19.9,17.1,83,0.0,0,992.6,987.5,13.0,16.6,51,0,0,0,0,0,8.4,167.9
2026-07-17 01:40,19.9,19.9,20.1,16.9,83,0.0,0,992.8,987.7,11.2,16.6,13,0,0,0,0,0,8.4,167.9
2026-07-17 01:45,19.9,19.9,20.1,16.9,83,0.0,0,992.6,987.5,11.2,16.6,13,0,0,0,0,0,8.4,167.9
2026-07-17 01:50,19.9,19.9,20.7,16.9,83,0.0,0,992.3,987.2,7.9,11.2,56,0,0,0,0,0,8.4,167.9
2026-07-17 01:55,19.7,19.7,19.4,16.9,84,0.0,0,992.7,987.6,13.7,16.6,74,0,0,0,0,0,8.4,167.9
2026-07-17 02:01,19.7,19.7,19.4,16.9,84,0.0,0,992.6,987.5,13.7,16.6,74,0,0,0,0,0,8.4,167.9
2026-07-17 02:05,19.6,19.6,19.5,16.8,84,0.0,0,992.6,987.5,12.2,16.6,56,0,0,0,0,0,8.4,167.9
2026-07-17 02:10,19.6,19.6,19.5,16.8,84,0.0,0,992.5,987.4,12.2,16.6,56,0,0,0,0,0,8.4,167.9
2026-07-17 02:15,19.7,19.7,20.6,16.9,84,0.0,0,992.5,987.4,7.6,11.2,11,0,0,0,0,0,8.4,167.9
2026-07-17 02:20,19.6,19.6,19.9,16.8,84,0.0,0,992.7,987.6,10.1,11.2,37,0,0,0,0,0,8.4,167.9
2026-07-17 02:25,19.7,19.7,20.2,16.9,84,0.0,0,992.6,987.5,9.4,11.2,7,0,0,0,0,0,8.4,167.9
2026-07-17 02:30,19.7,19.7,20.5,16.9,84,0.0,0,992.9,987.8,7.9,11.2,177,0,0,0,0,0,8.4,167.9
2026-07-17 02:35,19.7,19.7,20.5,16.9,84,0.0,0,992.7,987.6,7.9,11.2,177,0,0,0,0,0,8.4,167.9
2026-07-17 02:40,19.7,19.7,20.5,16.9,84,0.0,0,992.8,987.7,7.9,11.2,177,0,0,0,0,0,8.4,167.9
2026-07-17 02:45,19.7,19.7,20.6,16.9,84,0.0,0,992.6,987.5,7.6,11.2,29,0,0,0,0,0,8.4,167.9
